cpg_id	beta_variance	n_observed
cg13458561	0.23769303463343275	418
cg14563129	0.2376824648788155	418
cg15670680	0.23768042136124304	418
cg00389036	0.23767210528024224	418
cg26675182	0.23766939581180466	418
cg05972308	0.23766035527301851	418
cg10496614	0.23765768192505965	418
cg01382281	0.23765560982957748	418
cg06937504	0.23763335404265057	418
cg01191815	0.23763146983493788	418
cg17563032	0.23763052785410008	418
cg09414987	0.23762966374341396	418
cg13889221	0.23762819265220783	418
cg05059458	0.23762731888919908	418
cg06817736	0.23762246375147236	418
cg01263854	0.23762085481178394	418
cg05926918	0.23761388859509663	418
cg26963044	0.2376072483074877	418
cg13274775	0.2376029743044962	418
cg17676806	0.23760192711715367	418
cg04735123	0.2375961097464918	418
cg08331344	0.23758226535857022	418
cg13705616	0.23757516487554367	418
cg07281948	0.23756866984077926	418
cg22867117	0.23755622078500813	418
cg21333208	0.23754846897528437	418
cg14949065	0.2375422663366868	418
cg02793262	0.23753785138227013	418
cg20768313	0.23751133241404457	418
cg18753341	0.23751129425639664	418
cg25834632	0.2375041773355203	418
cg16426149	0.23750412140859153	418
cg06560300	0.23750285943347582	418
cg16537589	0.23749406838225018	418
cg18538675	0.23748737632559738	418
cg15257681	0.23746934277841292	418
cg04262392	0.23746926769831891	418
cg07957471	0.2374686654038445	418
cg18205081	0.2374644382534867	418
cg03887092	0.23746427764068187	418
cg06857516	0.23746061748847042	418
cg08106487	0.23745925028816	418
cg09787554	0.2374587841635596	418
cg26861219	0.23745182356343789	418
cg02087101	0.237449310262079	418
cg10043593	0.23744710698758642	418
cg23301539	0.23742502663674672	418
cg11761615	0.23741317672663667	418
cg14684375	0.23741011977408324	418
cg26037170	0.23738055513046988	418
cg06285312	0.23737986218960686	418
cg12203543	0.2373752512971634	418
cg17927889	0.23737308742708435	418
cg04176585	0.23737156423926573	418
cg06571993	0.23736414104830528	418
cg11424017	0.23736051300075733	418
cg25270422	0.23736020866370253	418
cg23069877	0.237359828973124	418
cg03395651	0.23735466878556438	418
cg09943550	0.23733241379978207	418
cg20132862	0.2373208737273497	418
cg01385415	0.23732072998353676	418
cg16656196	0.23731532749221054	418
cg10105259	0.23730460867233016	418
cg04131456	0.23730316806761567	418
cg11686901	0.2372949939769411	418
cg11140305	0.23728777170821005	418
cg14790739	0.23727269026098458	418
cg14977059	0.23726046015293345	418
cg00990635	0.2372523356215826	418
cg01402832	0.2372514862679418	418
cg20382344	0.23722281768965855	418
cg02426307	0.2372168209325868	418
cg07444005	0.23721502598931643	418
cg09691093	0.23720914923915953	418
cg20961939	0.23720325113979399	418
cg08214990	0.23720298123894823	418
cg17339956	0.23719113602283542	418
cg20737072	0.2371838730984585	418
cg09002677	0.23717981905790644	418
cg00633933	0.2371776473245824	418
cg09201525	0.23716865435122045	418
cg17984641	0.23716645364322764	418
cg20108119	0.2371566739002923	418
cg16553338	0.2371558408584556	418
cg02675260	0.23714066009124932	418
cg06233745	0.23713497704282796	418
cg23138608	0.237132937379805	418
cg03935709	0.23712539356660273	418
cg04645063	0.23711954183783723	418
cg23874145	0.23711861321373556	418
cg01083711	0.23711415427320587	418
cg02520729	0.23710347864169426	418
cg19924719	0.23709870841662994	418
cg27393769	0.23709077829128603	418
cg25623174	0.2370902245610586	418
cg08940097	0.23708774275571176	418
cg07738938	0.23708689814123102	418
cg21928783	0.23708620667800845	418
cg12026479	0.2370776819677163	418
cg05297692	0.23706546013170127	418
cg10444528	0.23704479443637805	418
cg15385479	0.23704273075596702	418
cg23546207	0.2370416933749874	418
cg14075645	0.2370391321011732	418
cg08626605	0.23703661972412493	418
cg21581283	0.23702912972289153	418
cg00034650	0.23700847376314213	418
cg16124920	0.23699637080721533	418
cg26016241	0.23698955037232367	418
cg22466812	0.23698915362175946	418
cg11120115	0.2369737668225507	418
cg11762838	0.23697298805931086	418
cg14339867	0.23696581950449713	418
cg01367666	0.23696025006908644	418
cg21097698	0.23695786541746075	418
cg10464529	0.2369578203715518	418
cg13766489	0.23693700680035906	418
cg01606538	0.23692870217623252	418
cg02515033	0.23692159730367907	418
cg24868883	0.23690668618254018	418
cg05209525	0.23690385912114878	418
cg02513392	0.23690276777754884	418
cg14116388	0.23689810250817164	418
cg03093076	0.23689699467983538	418
cg24928433	0.23689495029554924	418
cg10443500	0.23689230435150146	418
cg22352169	0.2368921167392018	418
cg07138878	0.23689112376198387	418
cg04832268	0.23689054456171973	418
cg01099045	0.2368825521149972	418
cg06013127	0.2368684327676649	418
cg03200095	0.2368632539309361	418
cg13902069	0.23686201408444033	418
cg25404678	0.23686185371497556	418
cg13545089	0.23685841233189125	418
cg23520889	0.23684974092160724	418
cg01586072	0.23684810978318138	418
cg04423627	0.23684724172169877	418
cg00405060	0.2368471380082063	418
cg09187098	0.23684643664979418	418
cg16397342	0.23684300586882878	418
cg13686648	0.23682644713094086	418
cg14599857	0.23682187646525626	418
cg10851587	0.2368161157924436	418
cg24153754	0.2368115707017245	418
cg11645098	0.2368094847533401	418
cg04826882	0.2368011221493407	418
cg23423230	0.23678989605054515	418
cg27462820	0.2367874196500146	418
cg11834106	0.23678723816302197	418
cg06743060	0.23678071426711667	418
cg24684816	0.23678024262778632	418
cg13494126	0.23677817474953589	418
cg09169456	0.23677660075127557	418
cg08755156	0.2367665969975067	418
cg02384543	0.23676283693505484	418
cg00356769	0.23675520024260885	418
cg25597140	0.23675258848024783	418
cg00136279	0.2367384546746564	418
cg17546196	0.2367359006754152	418
cg05470468	0.23673552039142756	418
cg00160002	0.23673522103491207	418
cg03790189	0.2367308940751316	418
cg12006733	0.2367283929644997	418
cg10280383	0.23672483211726342	418
cg27297626	0.23670892286409434	418
cg09510128	0.23670733045885833	418
cg14398860	0.23670630080615399	418
cg21509721	0.23670497172639565	418
cg15546282	0.23670412721581832	418
cg04806553	0.23669636705078712	418
cg19946956	0.23669632084922088	418
cg26116980	0.23669234972640785	418
cg22386389	0.2366900916575805	418
cg05523267	0.23668942148733346	418
cg14594859	0.23668070344756711	418
cg19857840	0.23667888458480993	418
cg00946507	0.23667727654355708	418
cg22342925	0.23667387862013492	418
cg14068146	0.23667056430664815	418
cg00150989	0.2366667347992072	418
cg00831672	0.23666223147006243	418
cg17873998	0.23665647849384897	418
cg06870618	0.2366516420215566	418
cg26666703	0.2366419285602549	418
cg18423918	0.23663528456256788	418
cg08717488	0.23662793522567813	418
cg01416906	0.2366251676918577	418
cg20930294	0.23661593487584243	418
cg18951862	0.23661191153901984	418
cg23091699	0.2366116190507713	418
cg16798694	0.23660743673253667	418
cg19364929	0.23659990033686332	418
cg23702945	0.2365940411263879	418
cg14560339	0.23658654098004434	418
cg16760008	0.23658508540809597	418
cg08802770	0.2365778412512989	418
cg21229297	0.2365754363325558	418
cg04643653	0.23657466537533267	418
cg19005991	0.236573327252286	418
cg06884679	0.23656383866532504	418
cg00179532	0.23655744646831364	418
cg26709693	0.23655475874335125	418
cg18505593	0.2365534625101684	418
cg13742952	0.23654780205355683	418
cg00381974	0.23654645788666942	418
cg04990989	0.23654528810273495	418
cg27304144	0.2365443033121963	418
cg01553230	0.23653651732330774	418
cg17744774	0.23653483232331657	418
cg12474748	0.2365326237389209	418
cg03465880	0.23653201604521307	418
cg20532558	0.23653117401684226	418
cg20699463	0.236524824514423	418
cg19843760	0.23652126244338048	418
cg02752958	0.236520411752151	418
cg15369608	0.2365134995891377	418
cg20168823	0.23651143775921124	418
cg15969606	0.2365044757589749	418
cg11180083	0.2364981202625081	418
cg04337959	0.23649576556636878	418
cg08642538	0.2364925613884179	418
cg02796278	0.23649026125120634	418
cg08519949	0.23648287538994894	418
cg05337258	0.23647858935024904	418
cg23419170	0.23647243746817365	418
cg01969834	0.23646843313115576	418
cg09541794	0.23646232097042244	418
cg00274365	0.23645412684992012	418
cg25465606	0.2364503115913379	418
cg09970680	0.2364495431646683	418
cg10782633	0.23644605889863138	418
cg11358549	0.23644556691249186	418
cg06480238	0.23643686493428445	418
cg01473128	0.23642056433431546	418
cg13351114	0.2364192087147157	418
cg03484612	0.23641852050287818	418
cg01353515	0.23639607426064185	418
cg15705062	0.23638505095694884	418
cg03522766	0.23638441838605867	418
cg22092111	0.23638217492646513	418
cg20311251	0.2363786102263656	418
cg01718733	0.23636885752053968	418
cg23253914	0.2363662550255205	418
cg05540617	0.2363552936329839	418
cg05992875	0.2363535168129992	418
cg02403239	0.2363520557652062	418
cg09781304	0.23634832328601596	418
cg06785624	0.23634737681407472	418
cg21627187	0.23634367139419543	418
cg02250241	0.2363360498655326	418
cg12342520	0.236330493555698	418
cg15421701	0.2363302495733858	418
cg05154507	0.23632310990378605	418
cg12423338	0.23632294846148957	418
cg24304658	0.23632062401526358	418
cg05087659	0.23630673904029192	418
cg14082737	0.23630172718510103	418
cg21075237	0.23630028718317328	418
cg17211612	0.2362962208306798	418
cg05129568	0.23629583607644233	418
cg12829687	0.23628903056791806	418
cg21367580	0.2362755607393178	418
cg12253469	0.23627535849043585	418
cg22022973	0.2362625524147675	418
cg10106095	0.23626123033079963	418
cg07433411	0.23625024567331188	418
cg07706515	0.23625001487352587	418
cg02847389	0.2362293099488389	418
cg13114125	0.2362291754249025	418
cg08894381	0.23622618613118218	418
cg24902995	0.23621336795925074	418
cg25636354	0.23620892931079246	418
cg02164332	0.23620869646936518	418
cg17717091	0.23620150059350198	418
cg05655011	0.23619750566987674	418
cg01753731	0.23619176150033558	418
cg04978709	0.23618571023883966	418
cg06538774	0.23618554457835333	418
cg12153709	0.23617087397876177	418
cg03400811	0.23617036381107084	418
cg20378147	0.2361652744003024	418
cg18936378	0.2361595909340914	418
cg12176815	0.2361559717194553	418
cg05227111	0.23615393960365993	418
cg21528273	0.23615370155897925	418
cg24232053	0.23615164568185856	418
cg25297146	0.23614913506920082	418
cg23256140	0.2361480504300849	418
cg00522555	0.23614338351053496	418
cg26862731	0.23613873978048996	418
cg00226265	0.2361380299523321	418
cg02820242	0.23613160169520808	418
cg06161317	0.2361206532647906	418
cg02716147	0.23611930488402094	418
cg06714360	0.23611833818866854	418
cg25637473	0.23611768095109395	418
cg26703128	0.23611059617458346	418
cg25405238	0.23610848888057098	418
cg08123749	0.23610673395752765	418
cg16575694	0.23609981672661715	418
cg27305603	0.2360962067594919	418
cg17352830	0.23609049225709694	418
cg14524775	0.23608446006107695	418
cg03570498	0.2360843296962248	418
cg11369662	0.2360777469765165	418
cg13418804	0.23607752289227582	418
cg26033513	0.23607411276336177	418
cg14385008	0.2360737913349514	418
cg13021479	0.23606946411596438	418
cg18519450	0.23606875162430518	418
cg24576940	0.2360683084862485	418
cg26505371	0.23606556492300546	418
cg14025666	0.236063171967617	418
cg20113693	0.23606147925467846	418
cg05613364	0.23606140973857181	418
cg20065718	0.2360612516953531	418
cg16528272	0.2360608352508411	418
cg26673975	0.23606032607466043	418
cg20467755	0.23605240583858625	418
cg10858196	0.23605181069643766	418
cg27529944	0.2360494930826601	418
cg10004563	0.23603820850138796	418
cg20208523	0.23603012740388735	418
cg16039342	0.2360246117468836	418
cg07265985	0.2360082755425705	418
cg23074601	0.2360050914285883	418
cg00355678	0.23599501778399182	418
cg23757056	0.23599047142658441	418
cg20154489	0.23598639406133243	418
cg02305586	0.23598299400182698	418
cg08656053	0.23597471851719745	418
cg13047869	0.23596204331722548	418
cg05133009	0.2359610484324936	418
cg22934677	0.2359603408039137	418
cg20182983	0.23595304121122276	418
cg23109867	0.2359517965059811	418
cg02463166	0.23594732010358782	418
cg00710721	0.2359430219192924	418
cg25924823	0.235929491200335	418
cg21834982	0.2359207090199896	418
cg05951425	0.2359175587725549	418
cg13292542	0.23591378393144413	418
cg25060949	0.2359067917210889	418
cg13924635	0.2359060591340081	418
cg03299891	0.23590395618281848	418
cg15271942	0.23590157717078294	418
cg10525574	0.23589959984367992	418
cg00213606	0.23589953032828345	418
cg05455876	0.23589509422057928	418
cg22053042	0.23589122911007984	418
cg17893857	0.23589010633955232	418
cg23822700	0.2358888052695258	418
cg27574071	0.2358878845571069	418
cg04530981	0.23587825157224626	418
cg11144217	0.2358781585840151	418
cg15516191	0.23587341717125546	418
cg25770702	0.23587053007631073	418
cg09328083	0.23587025261301506	418
cg11684142	0.23586998635406786	418
cg21768956	0.2358683587204171	418
cg11424674	0.23586683458217694	418
cg00803580	0.235865482892174	418
cg04670766	0.23586535699642874	418
cg03483654	0.23586333411470264	418
cg07550554	0.23586035129306845	418
cg00038239	0.23585855931279526	418
cg26950876	0.23585429841792704	418
cg03543952	0.23585399085173572	418
cg17165158	0.23584561730820916	418
cg07394064	0.23584542577330536	418
cg14406074	0.2358433623289101	418
cg09207578	0.23584074132799626	418
cg23961530	0.2358379634800744	418
cg02642829	0.23583588561472865	418
cg16148858	0.23583257652013043	418
cg24550683	0.23583043258149808	418
cg11731745	0.2358241018775633	418
cg00241650	0.23582290368342176	418
cg21913897	0.23582083862925798	418
cg13735223	0.2358196904820529	418
cg08582182	0.23580982980595266	418
cg25225340	0.23580291974199208	418
cg12984349	0.2358020207507337	418
cg14505980	0.23579980960707678	418
cg17242353	0.23579743937620654	418
cg17026072	0.23579661224932355	418
cg10589018	0.2357932321060897	418
cg21624342	0.23578491739520374	418
cg10199770	0.23577649534123013	418
cg15914316	0.23576989113666108	418
cg04799588	0.23576106059224092	418
cg03217915	0.23574854888784544	418
cg07023532	0.23574709977342917	418
cg06530270	0.23574463883602467	418
cg13975730	0.23574417226051833	418
cg23023126	0.2357433963249866	418
cg14403594	0.23574283520946482	418
cg19388017	0.23574139418444312	418
cg11844358	0.23573905803716064	418
cg26202697	0.23573678784105795	418
cg05161218	0.23573257472438544	418
cg21131054	0.23573207548522485	418
cg11553045	0.2357316643603308	418
cg13425962	0.23572734530597836	418
cg26974276	0.2357272553360718	418
cg08622280	0.23572541948055337	418
cg04744514	0.23572079358182954	418
cg21788443	0.23571789069662819	418
cg20861314	0.23571111850900017	418
cg07040161	0.2357106540581555	418
cg08032088	0.23570878860145028	418
cg05790551	0.23570873596464587	418
cg09214456	0.23570453185799803	418
cg20487025	0.23570393529594988	418
cg15015913	0.2357020581924275	418
cg04031507	0.23570025910540363	418
cg13643966	0.2356980998937502	418
cg03470939	0.23569353890101857	418
cg07204066	0.235692072138838	418
cg22402291	0.2356910482375828	418
cg19517490	0.23568158056232635	418
cg09870721	0.23567806359211527	418
cg04628465	0.235676581833706	418
cg27571057	0.23567178233745545	418
cg24870967	0.2356683866908678	418
cg12044293	0.23566718979010712	418
cg15294361	0.23566678536891386	418
cg12397584	0.235666694008946	418
cg08352032	0.23566117750384336	418
cg19695415	0.2356611635162682	418
cg00548824	0.23565789942101179	418
cg02923888	0.2356572837973329	418
cg22797490	0.23565465888304088	418
cg07944494	0.2356522744951533	418
cg22337169	0.23564755209018104	418
cg01290644	0.23563878275721944	418
cg25414463	0.23563813245295084	418
cg02250553	0.23563777391664584	418
cg24502224	0.23563664083250982	418
cg22985122	0.23563653876147925	418
cg10958086	0.23563452982612706	418
cg04904318	0.23563188230697424	418
cg10547205	0.23562549554125395	418
cg18540349	0.23561951834992345	418
cg10796650	0.23561480839356228	418
cg08337835	0.23561114796947413	418
cg14454796	0.23560762371712793	418
cg24596008	0.2356028223268674	418
cg26974318	0.2356008182592526	418
cg13966609	0.2355999771013772	418
cg15608402	0.23559571602389695	418
cg18673163	0.23559461337524942	418
cg15076663	0.23559352900069933	418
cg08464520	0.23559245882305424	418
cg07693569	0.23559056994231753	418
cg13088465	0.235588655600645	418
cg07340447	0.23558386899117753	418
cg21564965	0.23558141126086668	418
cg16653700	0.2355787141710311	418
cg12372745	0.23557842878957413	418
cg03848676	0.23557653855999308	418
cg19549465	0.23557582313824896	418
cg05541867	0.23557489286945724	418
cg19525780	0.235573976848302	418
cg14454440	0.2355723818775608	418
cg18764372	0.23556504774523385	418
cg22808692	0.2355597936044301	418
cg01567115	0.23555863153544904	418
cg25709738	0.2355465731406966	418
cg16926502	0.23554633539920572	418
cg17181956	0.23554578067569235	418
cg02155287	0.23554433504547687	418
cg17693669	0.2355441862472764	418
cg10220806	0.23553866358688896	418
cg19602374	0.23553802614781866	418
cg10346758	0.2355370127914574	418
cg04400147	0.23553219950053392	418
cg20949223	0.23553007491269876	418
cg09749862	0.23552202845032927	418
cg12371263	0.2355214266565417	418
cg22902939	0.2355172379106023	418
cg05593236	0.23551247916177576	418
cg08604785	0.23551006874674257	418
cg17743939	0.23550774116977446	418
cg23763836	0.23550105993785786	418
cg04777612	0.23550069619578032	418
cg01511465	0.2354997048589931	418
cg22782070	0.23549930945059555	418
cg25473203	0.23549740167132885	418
cg21092828	0.23549392678885941	418
cg16821252	0.2354805600354644	418
cg17217575	0.23547716122679244	418
cg13366654	0.23547646430681934	418
cg24843246	0.23546217366199057	418
cg22785261	0.235451778239756	418
cg27176628	0.2354484189573955	418
cg22581974	0.2354445176962391	418
cg13108533	0.23544102162533265	418
cg01053196	0.23543881917224907	418
cg06950666	0.23543612498827185	418
cg25384089	0.23542833583600206	418
cg25994616	0.23542533730572068	418
cg19697584	0.23541416986699137	418
cg06807993	0.2354108142730266	418
cg21511395	0.23541019513252331	418
cg19338222	0.2354087748552995	418
cg18197866	0.23540654449965667	418
cg09408260	0.23540235338620194	418
cg06689990	0.23540025530604633	418
cg21232767	0.2353948253686477	418
cg05573287	0.2353933911756759	418
cg10752731	0.23538843268386292	418
cg16355511	0.23538779435210222	418
cg12334911	0.23538522709300913	418
cg22158723	0.23538466895164392	418
cg26719943	0.23538050905734914	418
cg22332100	0.23537986300797317	418
cg07064544	0.23537575059019364	418
cg27201457	0.23537331972000075	418
cg22018329	0.23537099653726493	418
cg11300369	0.23536978208699358	418
cg10204951	0.23536787758868113	418
cg08327705	0.23536671271980428	418
cg08734053	0.23536616151717443	418
cg24933115	0.2353634038636707	418
cg09235936	0.23536270171303664	418
cg21856334	0.2353585457158892	418
cg09136099	0.23535402946523415	418
cg14417711	0.23535206520004745	418
cg27565794	0.23534566728765882	418
cg17806999	0.2353404260943965	418
cg23716449	0.23532250054728931	418
cg03997730	0.2353199572217607	418
cg07128379	0.23531919016662634	418
cg16771467	0.2353131556424345	418
cg18644481	0.23531063049893236	418
cg00794209	0.2353020730863118	418
cg08005809	0.23529693547549071	418
cg03710196	0.2352910015859495	418
cg26606899	0.2352763539996355	418
cg09597710	0.23527415000404808	418
cg16323231	0.2352704575797317	418
cg07167632	0.23526954059735591	418
cg18505103	0.23526806152984173	418
cg06873106	0.23526692588853937	418
cg15116677	0.2352643543721313	418
cg23246666	0.23526402256717566	418
cg09636079	0.2352582355844849	418
cg15319502	0.23525689356936788	418
cg04320956	0.2352522704033653	418
cg12753558	0.23525192614012846	418
cg18403285	0.23525135297117308	418
cg05317498	0.23524558222840036	418
cg16739096	0.2352418791804571	418
cg00922825	0.2352416244543713	418
cg25267284	0.23523996407409659	418
cg15607387	0.23523600011040252	418
cg18331249	0.2352343813845154	418
cg15076328	0.23523342039083955	418
cg27226831	0.235228957235836	418
cg01776495	0.23522478758808038	418
cg25527325	0.23522188423140455	418
cg14829271	0.23521900007235852	418
cg03567028	0.23521896191902777	418
cg24372485	0.23521491350135834	418
cg27398283	0.2352142943306425	418
cg07542287	0.23521091741867325	418
cg04145522	0.235207707269178	418
cg00928393	0.235204323818927	418
cg25492363	0.2352026234533191	418
cg25159927	0.23520047452772166	418
cg23921487	0.2351997734430215	418
cg20971159	0.2351933588780578	418
cg01108614	0.23519288007114314	418
cg00686451	0.23519242662310655	418
cg00373376	0.23518594238930662	418
cg13808180	0.23518234949316214	418
cg10564356	0.23517240922749574	418
cg08749286	0.23517109483322884	418
cg09123026	0.23516492806645448	418
cg26573923	0.23516236979606836	418
cg13874287	0.23515832396885414	418
cg08471734	0.23515143887616966	418
cg14155567	0.23514987054441175	418
cg27419119	0.23514799751538218	418
cg01082560	0.23514777158031386	418
cg09220393	0.23514774116156517	418
cg00488734	0.23514742329941707	418
cg00437048	0.23514699316864893	418
cg16729538	0.23514627074414562	418
cg17304713	0.23514596335859933	418
cg05650453	0.2351441674221211	418
cg20355657	0.23514375204147894	418
cg13263691	0.23514233290556727	418
cg13162581	0.23513329854314732	418
cg23797424	0.23513001489510593	418
cg00284420	0.23512618912565264	418
cg12612807	0.23512364533601157	418
cg02332902	0.23512310525198774	418
cg10004976	0.2351214301134663	418
cg08701028	0.23511336478166167	418
cg05396584	0.23511034881939336	418
cg03686950	0.23510998788424162	418
cg22939043	0.2351024313889883	418
cg02213678	0.23510146663129772	418
cg14625425	0.23509697464580318	418
cg19199752	0.23508642573832536	418
cg06857845	0.23508574425417111	418
cg08971334	0.23507313151653622	418
cg23691246	0.23506941507753182	418
cg07071206	0.2350685471586921	418
cg18756954	0.2350633157948949	418
cg22408735	0.23505804604682082	418
cg00148867	0.23505755497425226	418
cg07728485	0.2350528948260467	418
cg11985321	0.23504692794454327	418
cg17498856	0.23503863577020156	418
cg12712270	0.23503858993075946	418
cg11988476	0.2350329469983947	418
cg23740897	0.23502380945332116	418
cg21425003	0.23502349818017956	418
cg11867671	0.2350231046101751	418
cg05968258	0.23502306629265626	418
cg04527260	0.23501747091014558	418
cg13132307	0.2350169767851033	418
cg15922553	0.23501673440196097	418
